2	1072	400	15	10	4	1

2	624	416	14	6	4	1
2	640	416	12	6	4	1
2	656	416	12	6	4	1
2	672	416	12	6	4	1
2	688	416	12	6	4	1
2	704	416	12	7	4	1
2	720	416	12	7	4	1
2	736	416	12	7	4	1
2	752	416	12	7	4	1
2	768	416	12	7	4	1
2	784	416	12	7	4	1
2	800	416	12	8	4	1
2	816	416	12	8	4	1
2	832	416	12	8	4	1
2	848	416	12	8	4	1
2	864	416	12	8	4	1
2	880	416	12	8	4	1
2	896	416	12	8	4	1
2	912	416	12	9	4	1
2	928	416	12	9	4	1
2	944	416	12	9	4	1
2	960	416	12	9	4	1
2	976	416	12	9	4	1
2	992	416	12	9	4	1
2	1008	416	12	10	4	1
2	1024	416	12	10	4	1
2	1040	416	12	10	4	1
2	1056	416	12	10	4	1
2	1072	416	16	10	4	1

#13	1152	416	13	11	4	1
2	1152	416	11	11	4	1
2	1168	416	11	11	4	1
2	1184	416	11	11	4	1
2	1200	416	11	12	4	1
2	1216	416	11	12	4	1
2	1232	416	11	12	4	1
2	1248	416	11	12	4	1
2	1264	416	11	12	4	1
2	1280	416	11	12	4	1
2	1296	416	11	12	4	1
2	1312	416	11	13	4	1
2	1328	416	11	13	4	1
2	1344	416	11	13	4	1
2	1360	416	11	13	4	1
2	1376	416	11	13	4	1
2	1392	416	11	13	4	1
2	1408	416	11	14	4	1
2	1424	416	11	14	4	1
2	1440	416	11	14	4	1
2	1456	416	11	14	4	1
2	1472	416	11	14	4	1
2	1488	416	15	14	4	1

#13	1536	416	13	15	4	1
2	1536	416	11	15	4	1
2	1552	416	11	15	4	1
2	1568	416	11	15	4	1
2	1584	416	11	15	4	1
2	1600	416	15	16	4	1

#13	1664	416	13	16	4	1
2	1664	416	11	16	4	1
2	1680	416	11	16	4	1
2	1696	416	11	16	4	1
2	1712	416	11	17	4	1
2	1728	416	11	17	4	1
2	1744	416	11	17	4	1
2	1760	416	11	17	4	1
2	1776	416	11	17	4	1
2	1792	416	11	17	4	1
2	1808	416	11	18	4	1
2	1824	416	11	18	4	1
2	1840	416	11	18	4	1
2	1856	416	11	18	4	1
2	1872	416	11	18	4	1
2	1888	416	11	18	4	1
2	1904	416	11	19	4	1
2	1920	416	11	19	4	1
2	1936	416	11	19	4	1
2	1952	416	11	19	4	1
2	1968	416	11	19	4	1
2	1984	416	11	19	4	1
2	2000	416	11	20	4	1
2	2016	416	11	20	4	1
2	2032	416	11	20	4	1
2	2048	416	11	20	4	1
2	2064	416	11	20	4	1
2	2080	416	11	20	4	1
2	2096	416	11	20	4	1
2	2112	416	11	21	4	1
2	2128	416	11	21	4	1
2	2144	416	11	21	4	1
2	2160	416	11	21	4	1
2	2176	416	11	21	4	1
2	2192	416	11	21	4	1
2	2208	416	11	22	4	1
2	2224	416	15	22	4	1

#13	2256	416	13	22	4	1
2	2256	416	11	22	4	1
2	2272	416	11	22	4	1
2	2288	416	11	22	4	1
2	2304	416	11	23	4	1
2	2320	416	11	23	4	1
2	2336	416	11	23	4	1
2	2352	416	11	23	4	1
2	2368	416	11	23	4	1
2	2384	416	11	23	4	1
2	2400	416	11	24	4	1
2	2416	416	11	24	4	1
2	2432	416	11	24	4	1
2	2448	416	11	24	4	1
2	2464	416	11	24	4	1
2	2480	416	11	24	4	1
2	2496	416	11	24	4	1
2	2512	416	11	25	4	1
2	2528	416	11	25	4	1
2	2544	416	11	25	4	1
2	2560	416	11	25	4	1
2	2576	416	11	25	4	1
2	2592	416	11	25	4	1	
2	2608	416	11	26	4	1
2	2624	416	11	26	4	1
2	2640	416	11	26	4	1
2	2656	416	11	26	4	1
2	2672	416	11	26	4	1
2	2688	416	11	26	4	1
2	2704	416	11	27	4	1
2	2720	416	11	27	4	1
2	2736	416	11	27	4	1
2	2752	416	11	27	4	1
2	2768	416	11	27	4	1
2	2784	416	11	27	4	1
2	2800	416	15	28	4	1
