# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100

[ANIMATION_SETS]
# MARIO
1	1000	1001	1002	1003	1004	1005	1006	1007	1008	1009	1010	1011	1012	1013	1014	1015	1016	1017	1018	1019
# BRICK 
2	601
# QUESTION MARK BRICK 
22	602
# GOOMBA
3	701	702

[OBJECTS]
0	50.0	0	1

# GOOMBA
2	200	135	3
2	260	135	3
2	320	135	3
2	480	135	3
2	500	135	3

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	0	150	2
1	16	150	2
1	32	150	2
1	48	150	2
1	64	150	2
1	80	150	2
1	96	150	2
1	112	150	2
1	128	150	2
1	144	150	2
1	160	150	2
1	176	150	2
1	192	150	2
1	208	150	2
1	224	150	2
1	240	150	2
1	256	150	2
1	272	150	2
1	288	150	2
1	304	150	2
1	320	150	2
1	336	150	2
1	352	150	2
1	368	150	2
1	384	150	2
1	400	150	2
1	416	150	2
1	432	150	2
1	448	150	2

# ---- brick group 1 ----
1	100	74	2
1	100	90	22
1	84	90	22

# ---- brick group 2 ----
1	160	74	2
1	160	90	22
1	144	90	22

# ---- brick group 3 ----
1	220	74	2
1	220	90	22
1	204	90	22

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	300	98	0	316	150	2

